flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min
FL-1846,NimbusAero,NI321,HND,CDG,2026-01-09 19:15:00,2026-01-10 00:09:00,Clear,6.3,37.0,7.7,5.63,27,7.2,0,48
FL-1847,NimbusAero,NI564,ORD,FRA,2026-01-06 01:24:00,2026-01-06 03:15:00,Overcast,34.0,18.6,4.8,6.58,13,4.9,0,14
FL-1848,SkyWings,SK384,CDG,ORD,2026-01-15 05:29:00,2026-01-15 11:09:00,Fog,-5.1,21.8,1.5,1.99,3,0.9,0,19
FL-1849,JetExpress,JE129,HND,FRA,2026-01-21 20:24:00,2026-01-22 00:09:00,Rain,-4.3,25.7,3.9,2.91,0,9.0,0,10
FL-1850,JetExpress,JE154,HND,DFW,2026-01-18 01:53:00,2026-01-18 03:28:00,Clear,21.1,33.5,4.5,3.65,0,9.2,0,7
FL-1851,TransFlight,TR722,HND,FRA,2026-01-20 23:34:00,2026-01-21 01:14:00,Fog,-7.6,12.7,1.6,2.04,10,19.7,0,42
FL-1852,TransFlight,TR203,DFW,ATL,2026-01-29 11:26:00,2026-01-29 18:09:00,Fog,9.4,18.9,2.6,8.42,5,15.4,0,63
FL-1853,AeroGlobal,AE455,DFW,LHR,2026-01-01 09:23:00,2026-01-01 10:56:00,Overcast,14.2,32.1,5.0,3.75,27,20.0,1,50
FL-1854,SkyWings,SK270,ORD,CDG,2026-01-21 23:13:00,2026-01-22 01:10:00,Clear,22.0,20.4,0.7,9.77,3,19.4,1,54
FL-1855,SkyWings,SK708,LHR,DXB,2026-01-27 18:57:00,2026-01-27 19:42:00,Thunderstorm,31.9,22.3,0.9,1.16,9,15.1,0,61
FL-1856,TransFlight,TR271,ORD,LAX,2026-01-05 19:13:00,2026-01-05 22:33:00,High Winds,25.3,21.5,7.5,9.91,2,6.0,0,68
FL-1857,JetExpress,JE569,JFK,CDG,2026-01-14 22:55:00,2026-01-15 05:43:00,Rain,32.8,35.3,8.6,9.12,10,13.3,0,43
FL-1858,NimbusAero,NI631,JFK,ATL,2026-01-19 22:10:00,2026-01-20 00:47:00,Fog,37.7,17.4,0.8,6.2,8,15.5,0,56
FL-1859,SkyWings,SK298,CDG,LAX,2026-01-13 17:11:00,2026-01-13 23:16:00,Fog,16.2,41.2,9.9,8.88,2,4.3,0,71
FL-1860,JetExpress,JE439,CDG,HND,2026-01-13 19:44:00,2026-01-13 23:07:00,Overcast,-8.0,24.4,3.8,6.51,14,9.8,0,38
FL-1861,JetExpress,JE395,LAX,JFK,2026-01-23 22:57:00,2026-01-24 05:32:00,Overcast,12.4,8.5,9.7,6.61,16,14.8,0,30
FL-1862,JetExpress,JE166,DFW,JFK,2026-01-21 21:44:00,2026-01-21 22:49:00,Overcast,3.6,27.5,1.0,3.75,47,9.8,0,35
FL-1863,SkyWings,SK151,DFW,ORD,2026-01-17 04:31:00,2026-01-17 07:41:00,High Winds,31.2,30.6,7.8,2.4,4,2.3,0,28
FL-1864,NimbusAero,NI301,CDG,LAX,2026-01-14 11:38:00,2026-01-14 14:15:00,Clear,12.7,17.2,8.2,6.73,35,9.6,0,36
FL-1865,SkyWings,SK367,DFW,LHR,2026-01-09 03:17:00,2026-01-09 08:50:00,Thunderstorm,22.6,15.9,6.0,7.15,21,4.8,0,64
FL-1866,TransFlight,TR304,DFW,LHR,2026-01-05 03:29:00,2026-01-05 06:46:00,Snow,34.5,21.8,2.2,8.04,8,18.4,1,83
FL-1867,NimbusAero,NI420,DXB,LHR,2026-01-22 13:35:00,2026-01-22 17:21:00,Thunderstorm,12.4,43.3,4.9,9.21,0,1.1,0,84
FL-1868,SkyWings,SK873,ORD,LHR,2026-01-12 07:02:00,2026-01-12 12:44:00,Snow,7.9,28.7,9.0,8.9,35,1.7,0,95
FL-1869,AeroGlobal,AE512,JFK,DXB,2026-01-24 19:48:00,2026-01-25 00:28:00,High Winds,-7.4,4.4,8.4,6.85,7,7.7,0,40
FL-1870,JetExpress,JE679,HND,LHR,2026-01-04 00:28:00,2026-01-04 02:15:00,Fog,18.1,24.0,7.3,7.31,6,11.6,0,58
FL-1871,OceanicAir,OC239,ATL,ORD,2026-01-14 22:39:00,2026-01-15 04:45:00,Rain,24.5,42.3,8.2,6.61,12,4.8,0,40
FL-1872,AeroGlobal,AE718,LAX,FRA,2026-01-05 15:48:00,2026-01-05 18:39:00,Overcast,-5.0,3.1,5.3,4.52,41,20.4,0,42
FL-1873,AeroGlobal,AE939,ATL,FRA,2026-01-13 02:17:00,2026-01-13 08:15:00,Fog,11.1,30.3,1.7,2.32,4,1.0,0,24
FL-1874,NimbusAero,NI773,ATL,ORD,2026-01-24 12:42:00,2026-01-24 19:25:00,Snow,-0.4,22.7,3.2,1.9,19,13.2,0,39
FL-1875,JetExpress,JE500,CDG,LAX,2026-01-22 08:46:00,2026-01-22 13:04:00,High Winds,10.4,3.2,4.8,6.08,12,0.7,0,61
FL-1876,NimbusAero,NI766,FRA,HND,2026-01-03 04:33:00,2026-01-03 08:19:00,Overcast,12.5,33.1,3.1,9.84,9,8.2,0,44
FL-1877,TransFlight,TR315,LHR,FRA,2026-01-19 00:39:00,2026-01-19 05:46:00,Clear,-1.6,8.5,6.7,6.07,6,10.4,0,28
FL-1878,AeroGlobal,AE385,DFW,HND,2026-01-04 08:30:00,2026-01-04 14:45:00,Thunderstorm,8.1,22.3,6.8,6.18,1,20.4,0,64
FL-1879,AeroGlobal,AE814,LHR,CDG,2026-01-27 20:25:00,2026-01-28 02:26:00,High Winds,9.4,3.9,8.6,2.43,4,2.6,0,28
FL-1880,NimbusAero,NI587,LHR,ATL,2026-01-12 00:26:00,2026-01-12 02:04:00,Overcast,25.0,18.5,9.7,9.3,28,1.8,0,62
FL-1881,SkyWings,SK967,LAX,DXB,2026-01-18 06:51:00,2026-01-18 12:46:00,Fog,30.4,41.7,3.6,7.29,1,8.6,0,85
FL-1882,TransFlight,TR669,ATL,DFW,2026-01-12 17:47:00,2026-01-12 22:43:00,Thunderstorm,22.6,11.7,7.6,4.91,29,11.9,0,84
FL-1883,SkyWings,SK696,JFK,ORD,2026-01-10 12:19:00,2026-01-10 13:21:00,High Winds,-3.3,2.2,7.9,6.11,18,19.1,0,67
FL-1884,NimbusAero,NI757,DXB,HND,2026-01-09 21:40:00,2026-01-10 00:11:00,Snow,29.7,23.5,3.9,9.1,11,18.8,0,71
FL-1885,NimbusAero,NI485,LAX,ORD,2026-01-07 00:55:00,2026-01-07 06:04:00,Rain,-5.2,23.4,1.0,5.86,9,1.0,0,32
FL-1886,JetExpress,JE948,DFW,HND,2026-01-17 12:55:00,2026-01-17 14:14:00,High Winds,31.8,43.6,1.2,6.18,2,18.8,0,48
FL-1887,OceanicAir,OC733,JFK,FRA,2026-01-06 07:06:00,2026-01-06 12:49:00,Thunderstorm,35.0,44.4,6.7,1.29,7,9.6,0,66
FL-1888,SkyWings,SK242,ATL,FRA,2026-01-16 06:01:00,2026-01-16 12:25:00,Clear,1.3,5.1,9.5,9.14,15,15.6,0,34
FL-1889,SkyWings,SK526,FRA,LAX,2026-01-26 08:18:00,2026-01-26 13:08:00,Overcast,3.0,3.8,0.8,5.57,10,14.5,0,29
FL-1890,JetExpress,JE900,ATL,JFK,2026-01-03 18:27:00,2026-01-03 19:25:00,High Winds,27.5,10.4,6.3,4.41,24,15.2,1,73
FL-1891,OceanicAir,OC884,CDG,ORD,2026-01-20 19:22:00,2026-01-21 02:06:00,Thunderstorm,16.4,7.0,1.6,6.54,23,19.9,0,77
FL-1892,SkyWings,SK343,ATL,LAX,2026-01-28 00:55:00,2026-01-28 01:45:00,Overcast,9.8,34.4,8.2,5.83,3,1.5,0,19
FL-1893,NimbusAero,NI355,JFK,ORD,2026-01-03 19:52:00,2026-01-03 21:41:00,Thunderstorm,-1.3,3.9,3.8,6.9,6,5.8,0,62
FL-1894,TransFlight,TR507,HND,LAX,2026-01-31 03:10:00,2026-01-31 04:34:00,Clear,2.0,25.4,5.2,7.62,21,8.2,0,25
FL-1895,AeroGlobal,AE554,DFW,CDG,2026-01-26 08:16:00,2026-01-26 11:30:00,High Winds,21.4,24.7,3.0,7.28,31,11.3,0,67
FL-1896,OceanicAir,OC822,FRA,HND,2026-01-13 23:35:00,2026-01-14 01:00:00,Overcast,33.8,38.2,5.4,3.74,31,12.4,0,30
FL-1897,NimbusAero,NI935,ORD,JFK,2026-01-11 22:47:00,2026-01-12 05:29:00,Thunderstorm,21.2,21.5,1.6,5.49,9,1.2,0,69
FL-1898,OceanicAir,OC407,LAX,JFK,2026-01-13 22:50:00,2026-01-14 04:47:00,Thunderstorm,13.8,39.1,4.2,1.4,62,4.9,0,78
FL-1899,OceanicAir,OC645,JFK,LHR,2026-01-02 16:11:00,2026-01-02 21:33:00,High Winds,6.7,3.1,6.3,9.04,35,20.3,0,81
FL-1900,TransFlight,TR321,JFK,CDG,2026-01-29 12:52:00,2026-01-29 17:19:00,High Winds,10.5,33.4,7.5,1.51,11,2.8,0,30
FL-1901,NimbusAero,NI794,DFW,FRA,2026-01-22 08:16:00,2026-01-22 12:38:00,Snow,24.5,35.1,3.0,9.64,16,10.5,0,89
FL-1902,AeroGlobal,AE235,JFK,LHR,2026-01-13 17:42:00,2026-01-13 19:10:00,Overcast,27.0,14.7,5.9,1.35,25,6.4,0,35
FL-1903,JetExpress,JE901,FRA,JFK,2026-01-06 21:46:00,2026-01-07 01:08:00,Snow,21.7,37.9,8.6,4.99,50,0.9,0,66
FL-1904,SkyWings,SK467,HND,FRA,2026-01-11 03:56:00,2026-01-11 08:10:00,Clear,17.8,5.4,9.0,5.96,3,21.0,0,4
FL-1905,JetExpress,JE365,HND,ORD,2026-01-11 14:24:00,2026-01-11 20:31:00,Overcast,-2.9,28.6,1.0,2.03,23,1.3,0,26
FL-1906,OceanicAir,OC693,LHR,JFK,2026-01-26 10:28:00,2026-01-26 17:20:00,Overcast,-7.1,32.7,3.0,3.32,12,15.1,0,33
FL-1907,NimbusAero,NI145,FRA,ATL,2026-01-17 03:59:00,2026-01-17 05:39:00,Clear,14.3,6.9,1.2,2.84,7,12.8,0,20
FL-1908,NimbusAero,NI525,LAX,HND,2026-01-14 03:12:00,2026-01-14 05:10:00,Clear,5.7,35.9,3.7,4.67,36,14.5,0,26
FL-1909,JetExpress,JE736,JFK,ATL,2026-01-18 00:17:00,2026-01-18 01:24:00,Rain,34.7,41.2,0.7,6.48,17,17.9,0,48
FL-1910,TransFlight,TR902,FRA,LHR,2026-01-11 00:41:00,2026-01-11 04:39:00,High Winds,18.0,30.3,1.9,7.86,23,14.5,0,88
FL-1911,AeroGlobal,AE678,DXB,FRA,2026-01-20 06:39:00,2026-01-20 11:59:00,Fog,-4.2,39.8,8.1,6.46,35,14.7,0,65
FL-1912,JetExpress,JE375,ATL,LHR,2026-01-12 08:32:00,2026-01-12 12:05:00,Overcast,28.4,44.0,2.7,3.83,4,21.4,0,13
FL-1913,OceanicAir,OC470,LAX,CDG,2026-01-26 18:10:00,2026-01-26 23:13:00,Clear,33.9,30.1,6.2,5.04,33,9.5,0,32
FL-1914,AeroGlobal,AE650,ATL,HND,2026-01-27 20:42:00,2026-01-28 03:07:00,Overcast,19.1,36.2,3.7,2.06,15,9.3,0,17
FL-1915,AeroGlobal,AE689,HND,ATL,2026-01-09 10:30:00,2026-01-09 15:07:00,Clear,-2.0,20.0,7.8,7.4,14,10.6,0,23
FL-1916,SkyWings,SK953,CDG,JFK,2026-01-08 20:20:00,2026-01-08 21:42:00,Overcast,14.7,24.8,4.2,4.8,1,3.2,0,23
FL-1917,AeroGlobal,AE829,DFW,LAX,2026-01-16 13:53:00,2026-01-16 17:30:00,Snow,19.2,6.6,7.4,1.66,10,20.3,0,58
FL-1918,NimbusAero,NI560,CDG,DFW,2026-01-22 23:07:00,2026-01-23 05:50:00,Overcast,25.2,33.1,6.1,8.38,51,11.5,0,65
FL-1919,SkyWings,SK707,FRA,LHR,2026-01-30 19:19:00,2026-01-30 23:56:00,Thunderstorm,5.4,9.6,7.4,3.51,16,17.1,1,86
FL-1920,SkyWings,SK677,DXB,FRA,2026-01-27 15:19:00,2026-01-27 20:24:00,High Winds,34.5,14.3,4.1,7.82,15,21.0,1,82
FL-1921,NimbusAero,NI315,CDG,FRA,2026-01-13 21:55:00,2026-01-14 03:34:00,Snow,5.1,16.9,2.1,3.59,0,11.0,0,39
FL-1922,AeroGlobal,AE395,DFW,LAX,2026-01-11 19:03:00,2026-01-12 01:29:00,Rain,-3.2,10.9,8.5,7.79,12,1.1,0,67
FL-1923,TransFlight,TR650,ATL,JFK,2026-01-23 11:25:00,2026-01-23 12:23:00,Rain,-0.2,42.5,5.9,7.59,33,11.7,0,63
FL-1924,JetExpress,JE212,LAX,DXB,2026-01-20 22:08:00,2026-01-21 03:05:00,Rain,-5.8,7.9,3.1,7.02,1,21.3,0,31
FL-1925,AeroGlobal,AE844,LAX,CDG,2026-01-08 09:11:00,2026-01-08 14:15:00,Rain,3.3,29.1,5.4,7.99,29,15.7,0,66
FL-1926,OceanicAir,OC202,DXB,LHR,2026-01-09 21:57:00,2026-01-10 03:27:00,Fog,30.2,28.9,9.5,6.65,25,5.8,0,83
FL-1927,AeroGlobal,AE789,ATL,LHR,2026-01-22 15:29:00,2026-01-22 17:31:00,Thunderstorm,29.1,33.5,3.2,2.79,5,19.3,0,71
FL-1928,NimbusAero,NI319,JFK,HND,2026-01-04 07:28:00,2026-01-04 12:24:00,Snow,19.3,32.5,0.9,7.19,9,13.7,0,67
FL-1929,AeroGlobal,AE753,LHR,DXB,2026-01-25 09:24:00,2026-01-25 15:45:00,Overcast,32.1,38.1,8.8,7.01,6,11.0,0,44
FL-1930,TransFlight,TR465,DXB,HND,2026-01-14 16:40:00,2026-01-14 18:14:00,Overcast,-4.6,39.9,7.7,3.59,10,21.3,0,17
FL-1931,SkyWings,SK280,HND,LHR,2026-01-06 10:00:00,2026-01-06 13:42:00,Fog,9.1,7.5,8.9,8.56,2,19.1,0,69
FL-1932,SkyWings,SK397,DFW,FRA,2026-01-11 00:57:00,2026-01-11 05:11:00,Clear,17.0,15.9,6.9,4.7,18,17.9,0,22
FL-1933,SkyWings,SK374,HND,ATL,2026-01-16 17:11:00,2026-01-16 23:21:00,High Winds,-7.8,21.2,2.6,8.88,6,12.0,0,66
FL-1934,SkyWings,SK728,FRA,LHR,2026-01-07 03:08:00,2026-01-07 09:02:00,Snow,-9.0,33.1,8.1,1.81,8,15.7,0,59
FL-1935,TransFlight,TR164,JFK,FRA,2026-01-10 19:52:00,2026-01-10 23:42:00,Snow,-0.5,8.8,5.6,8.74,14,5.4,0,93
FL-1936,JetExpress,JE439,CDG,ATL,2026-01-26 09:58:00,2026-01-26 16:58:00,Overcast,35.1,3.6,0.7,9.46,6,2.7,0,38
FL-1937,OceanicAir,OC143,ORD,LHR,2026-01-14 23:16:00,2026-01-15 00:13:00,Overcast,20.3,31.6,0.8,7.75,58,18.0,0,77
FL-1938,NimbusAero,NI997,DFW,LAX,2026-01-04 17:35:00,2026-01-04 18:57:00,Snow,24.7,34.8,4.4,1.13,15,18.4,0,44
FL-1939,NimbusAero,NI702,CDG,ATL,2026-01-28 19:34:00,2026-01-28 22:58:00,High Winds,5.5,24.0,0.7,3.47,5,4.9,0,33
FL-1940,NimbusAero,NI690,HND,CDG,2026-01-14 12:06:00,2026-01-14 16:30:00,Clear,0.7,19.5,3.1,3.56,17,15.6,0,19
FL-1941,OceanicAir,OC845,CDG,LHR,2026-01-26 03:00:00,2026-01-26 09:50:00,Clear,11.7,26.8,0.7,7.94,27,10.1,0,49
FL-1942,SkyWings,SK758,DFW,CDG,2026-01-07 19:02:00,2026-01-08 01:09:00,Clear,-5.4,9.3,8.7,5.41,4,5.9,0,35
FL-1943,TransFlight,TR958,HND,FRA,2026-01-27 00:55:00,2026-01-27 03:39:00,Clear,26.8,12.8,3.5,4.04,10,3.7,0,30
FL-1944,TransFlight,TR713,CDG,JFK,2026-01-13 10:53:00,2026-01-13 17:31:00,Overcast,26.2,36.2,5.7,3.82,5,14.5,0,29
FL-1945,NimbusAero,NI594,DXB,FRA,2026-01-04 22:56:00,2026-01-05 00:34:00,Thunderstorm,23.6,18.2,7.7,2.46,41,16.6,1,83
FL-1946,SkyWings,SK139,CDG,DXB,2026-01-09 00:28:00,2026-01-09 06:33:00,High Winds,15.2,8.0,8.8,4.76,30,0.7,0,65
FL-1947,JetExpress,JE837,DFW,FRA,2026-01-15 22:07:00,2026-01-16 04:06:00,Rain,17.1,9.1,3.3,7.17,16,17.8,0,52
FL-1948,TransFlight,TR357,HND,DXB,2026-01-10 20:03:00,2026-01-10 23:37:00,Fog,24.6,38.7,1.8,5.72,4,18.3,1,69
FL-1949,AeroGlobal,AE581,LAX,JFK,2026-01-15 10:36:00,2026-01-15 17:20:00,Overcast,-0.4,6.0,4.9,1.85,12,13.9,0,23
FL-1950,SkyWings,SK458,DXB,ATL,2026-01-16 22:47:00,2026-01-17 04:53:00,Clear,34.5,13.8,8.3,8.81,1,13.1,0,14
FL-1951,TransFlight,TR885,CDG,DFW,2026-01-26 18:53:00,2026-01-27 00:15:00,Fog,21.6,5.3,1.9,7.58,29,6.5,0,43
FL-1952,SkyWings,SK229,DXB,CDG,2026-01-16 06:37:00,2026-01-16 12:16:00,High Winds,31.0,28.0,9.7,7.64,11,13.7,0,73
FL-1953,AeroGlobal,AE272,JFK,DFW,2026-01-11 02:24:00,2026-01-11 03:55:00,High Winds,19.5,8.2,5.0,1.0,1,2.2,0,42
FL-1954,AeroGlobal,AE623,HND,CDG,2026-01-22 17:12:00,2026-01-22 20:44:00,Rain,14.0,7.0,5.8,4.4,8,8.8,0,30
FL-1955,JetExpress,JE958,DXB,LHR,2026-01-25 09:39:00,2026-01-25 11:04:00,Snow,30.4,43.1,9.5,8.5,29,15.8,0,88
FL-1956,OceanicAir,OC811,DFW,LAX,2026-01-26 15:22:00,2026-01-26 19:49:00,Fog,6.7,3.1,4.0,5.19,5,14.9,0,52
FL-1957,AeroGlobal,AE731,DXB,ATL,2026-01-18 15:44:00,2026-01-18 19:40:00,Overcast,34.8,44.8,2.4,4.25,24,4.7,0,36
FL-1958,JetExpress,JE196,LHR,DFW,2026-01-24 03:11:00,2026-01-24 04:02:00,Snow,3.1,29.8,6.6,4.58,0,21.9,0,55
FL-1959,SkyWings,SK685,JFK,DXB,2026-01-28 21:36:00,2026-01-29 03:44:00,Thunderstorm,13.5,22.4,8.8,7.76,4,17.9,1,77
FL-1960,NimbusAero,NI256,ORD,ATL,2026-01-05 00:27:00,2026-01-05 04:46:00,High Winds,30.6,4.4,6.6,1.56,30,2.6,0,58
FL-1961,AeroGlobal,AE770,FRA,JFK,2026-01-16 09:21:00,2026-01-16 15:50:00,High Winds,33.2,40.6,2.1,9.88,11,16.0,0,56
FL-1962,NimbusAero,NI512,CDG,JFK,2026-01-04 04:56:00,2026-01-04 07:19:00,High Winds,26.5,8.3,3.0,2.55,1,1.5,0,23
FL-1963,NimbusAero,NI617,CDG,ORD,2026-01-30 03:55:00,2026-01-30 04:41:00,Rain,3.1,17.1,3.7,6.11,13,15.5,0,38
FL-1964,SkyWings,SK192,ORD,LAX,2026-01-09 16:47:00,2026-01-09 20:14:00,Snow,20.1,2.9,2.1,1.09,5,14.2,0,51
FL-1965,NimbusAero,NI352,DFW,ATL,2026-01-07 06:58:00,2026-01-07 10:21:00,Clear,8.2,14.3,3.2,6.09,0,9.4,0,13
FL-1966,JetExpress,JE304,ORD,LHR,2026-01-13 01:17:00,2026-01-13 07:59:00,Thunderstorm,2.7,23.1,6.0,4.14,34,14.3,0,83
FL-1967,NimbusAero,NI803,ORD,JFK,2026-01-27 21:13:00,2026-01-28 01:15:00,Overcast,15.8,11.1,7.2,4.12,13,17.9,0,34
FL-1968,NimbusAero,NI615,DXB,DFW,2026-01-05 09:07:00,2026-01-05 14:14:00,High Winds,0.1,11.4,3.0,9.3,33,11.6,0,92
FL-1969,OceanicAir,OC243,HND,LHR,2026-01-18 04:37:00,2026-01-18 10:10:00,Thunderstorm,21.6,40.8,3.6,1.94,0,8.2,0,56
FL-1970,AeroGlobal,AE531,HND,LHR,2026-01-16 13:44:00,2026-01-16 20:00:00,Clear,-1.0,17.4,2.0,5.92,13,16.7,0,21
FL-1971,TransFlight,TR689,CDG,HND,2026-01-22 19:16:00,2026-01-22 22:05:00,Rain,24.7,27.8,5.1,4.61,26,1.4,0,47
FL-1972,AeroGlobal,AE881,DXB,LAX,2026-01-20 09:49:00,2026-01-20 14:12:00,High Winds,2.9,26.8,6.1,2.48,13,4.1,0,46
FL-1973,TransFlight,TR814,DXB,ATL,2026-01-27 02:23:00,2026-01-27 04:19:00,Overcast,21.8,35.9,1.0,1.81,26,17.5,1,51
FL-1974,OceanicAir,OC269,HND,JFK,2026-01-31 05:22:00,2026-01-31 07:22:00,Overcast,32.4,15.0,1.3,3.13,31,4.9,0,38
FL-1975,AeroGlobal,AE257,DXB,LHR,2026-01-01 11:24:00,2026-01-01 16:13:00,Overcast,6.5,22.2,7.0,7.29,8,20.1,0,61
FL-1976,NimbusAero,NI348,LAX,HND,2026-01-07 02:21:00,2026-01-07 05:48:00,High Winds,34.9,19.2,3.6,3.55,5,15.0,0,67
FL-1977,TransFlight,TR503,DXB,LAX,2026-01-17 00:52:00,2026-01-17 05:47:00,Fog,25.5,27.2,2.6,6.48,13,17.0,0,50
FL-1978,SkyWings,SK725,FRA,CDG,2026-01-04 18:23:00,2026-01-05 00:38:00,Overcast,-3.4,10.1,2.5,4.92,33,7.8,0,61
FL-1979,OceanicAir,OC254,DFW,LHR,2026-01-18 20:30:00,2026-01-19 03:00:00,High Winds,13.1,13.2,9.6,2.62,14,9.1,0,37
FL-1980,SkyWings,SK576,LAX,CDG,2026-01-05 20:45:00,2026-01-06 03:05:00,High Winds,9.4,36.7,2.0,2.16,13,11.4,0,39
FL-1981,SkyWings,SK597,CDG,HND,2026-01-03 17:32:00,2026-01-03 20:52:00,Thunderstorm,2.4,29.3,6.2,8.22,10,10.2,0,84
FL-1982,OceanicAir,OC829,LHR,FRA,2026-01-17 20:31:00,2026-01-17 22:13:00,High Winds,-1.4,20.2,7.7,8.83,1,2.2,0,50
FL-1983,NimbusAero,NI704,DFW,ATL,2026-01-24 16:24:00,2026-01-24 22:23:00,Fog,31.9,20.7,4.9,1.36,15,19.2,0,8
FL-1984,TransFlight,TR802,LHR,DFW,2026-01-20 14:58:00,2026-01-20 18:35:00,Fog,4.2,37.2,5.7,2.61,45,8.2,0,69
FL-1985,JetExpress,JE404,JFK,ORD,2026-01-17 12:12:00,2026-01-17 19:11:00,Clear,15.5,19.0,2.2,5.81,10,3.2,0,32
FL-1986,OceanicAir,OC541,DFW,CDG,2026-01-22 02:17:00,2026-01-22 08:54:00,Snow,1.7,37.5,8.4,7.59,15,11.8,0,69
FL-1987,SkyWings,SK434,LHR,JFK,2026-01-07 22:17:00,2026-01-08 04:13:00,Fog,20.6,39.9,4.1,9.82,6,2.2,0,68
FL-1988,NimbusAero,NI409,CDG,HND,2026-01-02 06:26:00,2026-01-02 08:45:00,Fog,2.3,30.1,8.9,8.53,9,9.8,0,52
FL-1989,AeroGlobal,AE684,DFW,LHR,2026-01-29 06:22:00,2026-01-29 11:30:00,Snow,31.0,12.5,8.1,4.37,3,10.7,0,37
FL-1990,OceanicAir,OC381,ORD,LHR,2026-01-24 01:50:00,2026-01-24 08:18:00,Clear,19.0,41.1,6.9,3.45,14,9.3,0,12
FL-1991,OceanicAir,OC772,ORD,LHR,2026-01-13 09:41:00,2026-01-13 14:22:00,Snow,27.9,29.3,1.4,3.02,10,15.7,1,67
FL-1992,NimbusAero,NI829,FRA,HND,2026-01-28 00:09:00,2026-01-28 04:29:00,Fog,18.6,25.3,5.0,6.02,0,7.9,0,54
FL-1993,OceanicAir,OC255,HND,DXB,2026-01-10 20:04:00,2026-01-11 01:21:00,Fog,-1.8,18.8,4.3,6.95,12,12.8,0,44
FL-1994,OceanicAir,OC674,LHR,LAX,2026-01-10 16:42:00,2026-01-10 21:58:00,Rain,4.6,34.3,4.8,5.21,10,3.9,0,41
FL-1995,TransFlight,TR460,FRA,CDG,2026-01-20 03:43:00,2026-01-20 04:39:00,High Winds,36.7,25.9,5.2,3.11,7,20.3,1,65
FL-1996,SkyWings,SK199,CDG,ATL,2026-01-10 20:48:00,2026-01-10 22:29:00,Snow,3.9,39.2,7.8,9.86,1,21.5,0,58
FL-1997,AeroGlobal,AE528,FRA,DFW,2026-01-15 18:52:00,2026-01-15 22:42:00,Fog,-4.9,40.0,9.6,7.86,6,7.3,0,59
FL-1998,OceanicAir,OC330,CDG,DXB,2026-01-22 08:43:00,2026-01-22 11:54:00,High Winds,34.4,8.7,8.8,4.6,10,0.6,0,58
FL-1999,OceanicAir,OC771,ORD,LAX,2026-01-18 16:43:00,2026-01-18 22:25:00,Fog,10.1,20.0,2.3,1.26,18,5.3,0,53
FL-2000,TransFlight,TR182,FRA,CDG,2026-01-02 06:56:00,2026-01-02 10:27:00,Snow,2.0,26.5,5.0,1.82,74,8.5,0,87
FL-2001,NimbusAero,NI498,DXB,FRA,2026-01-10 00:50:00,2026-01-10 02:57:00,Thunderstorm,7.7,39.6,2.2,9.43,7,20.3,0,70
FL-2002,SkyWings,SK311,FRA,HND,2026-01-22 03:33:00,2026-01-22 06:23:00,Fog,19.0,44.6,8.1,9.76,8,11.3,0,66
FL-2003,TransFlight,TR957,LHR,ORD,2026-01-12 09:27:00,2026-01-12 14:08:00,Fog,36.2,2.3,0.8,7.09,18,19.1,0,64
FL-2004,SkyWings,SK901,CDG,DFW,2026-01-25 16:55:00,2026-01-25 18:41:00,Fog,27.3,29.8,5.6,1.21,14,10.8,0,50
FL-2005,JetExpress,JE931,CDG,JFK,2026-01-17 18:54:00,2026-01-17 23:03:00,Fog,34.5,29.1,4.7,8.09,46,2.7,0,81
FL-2006,TransFlight,TR871,LAX,ATL,2026-01-17 22:16:00,2026-01-18 02:32:00,Fog,6.3,41.3,8.1,2.89,25,2.6,0,54
FL-2007,SkyWings,SK569,HND,ATL,2026-01-13 01:59:00,2026-01-13 05:39:00,Rain,23.1,16.2,4.8,3.32,17,6.4,0,24
FL-2008,AeroGlobal,AE251,DXB,DFW,2026-01-02 10:20:00,2026-01-02 12:58:00,Rain,17.0,32.7,3.4,7.44,1,12.7,0,29
FL-2009,NimbusAero,NI550,DFW,ORD,2026-01-07 02:24:00,2026-01-07 04:24:00,Snow,4.0,18.5,6.5,1.25,6,5.1,0,17
FL-2010,TransFlight,TR112,DFW,CDG,2026-01-24 09:31:00,2026-01-24 14:40:00,Thunderstorm,12.9,40.7,9.7,6.79,1,13.1,0,85
FL-2011,TransFlight,TR483,CDG,DXB,2026-01-30 18:12:00,2026-01-30 20:23:00,High Winds,15.2,9.5,9.0,1.13,1,20.9,0,26
FL-2012,AeroGlobal,AE253,DFW,LAX,2026-01-30 19:58:00,2026-01-30 22:23:00,Rain,13.9,26.5,6.6,1.11,1,16.5,0,24
FL-2013,AeroGlobal,AE859,ATL,CDG,2026-01-02 17:52:00,2026-01-02 22:01:00,Fog,-5.3,16.2,1.1,5.98,16,12.0,0,57
FL-2014,SkyWings,SK917,JFK,DXB,2026-01-27 00:59:00,2026-01-27 06:11:00,Overcast,1.7,36.3,2.2,9.43,17,18.9,1,78
FL-2015,AeroGlobal,AE141,FRA,DFW,2026-01-26 08:54:00,2026-01-26 12:01:00,Clear,25.7,33.5,9.2,9.16,0,3.3,0,15
