flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min,airline_code,weather_code,temp_norm,wind_norm,traffic_norm,delay_risk_class
FL-1387,JetExpress,JE711,ATL,JFK,2026-01-26 04:47:00,2026-01-26 08:43:00,Overcast,9.8,26.1,4.3,2.47,33,16.3,0,49,4,0,0.41250000000000003,0.5604651162790698,0.1635150166852058,2
FL-1388,JetExpress,JE181,CDG,ATL,2026-01-24 18:16:00,2026-01-25 00:14:00,High Winds,23.3,13.7,6.7,5.79,25,6.3,0,47,4,2,0.69375,0.2720930232558139,0.5328142380422691,2
FL-1389,SkyWings,SK286,ORD,LHR,2026-01-06 06:32:00,2026-01-06 12:43:00,Thunderstorm,19.7,13.7,6.4,2.69,7,0.9,0,38,2,4,0.61875,0.2720930232558139,0.18798665183537264,1
FL-1390,TransFlight,TR122,ORD,LAX,2026-01-14 02:08:00,2026-01-14 05:10:00,Overcast,24.3,33.3,2.7,2.36,13,11.1,0,26,3,0,0.7145833333333332,0.727906976744186,0.15127919911012233,1
FL-1391,JetExpress,JE904,HND,LHR,2026-01-22 08:28:00,2026-01-22 15:09:00,High Winds,-8.5,5.4,7.6,2.31,7,6.2,0,26,4,2,0.03125,0.07906976744186048,0.1457174638487208,1
FL-1392,TransFlight,TR581,ORD,DFW,2026-01-12 15:09:00,2026-01-12 19:09:00,High Winds,-9.4,43.9,7.3,4.46,12,21.5,1,64,3,2,0.012499999999999992,0.9744186046511628,0.38487208008898777,2
FL-1393,AeroGlobal,AE571,LAX,FRA,2026-01-10 17:40:00,2026-01-10 22:27:00,Thunderstorm,22.7,15.4,3.6,6.66,44,1.4,0,101,1,4,0.68125,0.3116279069767442,0.6295884315906563,2
FL-1394,TransFlight,TR225,DFW,DXB,2026-01-30 07:26:00,2026-01-30 10:43:00,Overcast,7.3,4.2,6.8,9.76,21,5.6,0,59,3,0,0.36041666666666666,0.051162790697674425,0.9744160177975528,2
FL-1395,SkyWings,SK271,DFW,LAX,2026-01-19 06:19:00,2026-01-19 09:08:00,Clear,36.5,27.0,7.1,7.2,24,3.8,0,39,2,5,0.96875,0.5813953488372093,0.6896551724137931,1
FL-1396,AeroGlobal,AE261,HND,LAX,2026-01-29 09:43:00,2026-01-29 13:21:00,High Winds,20.0,4.6,6.6,7.31,8,17.5,1,97,1,2,0.625,0.06046511627906976,0.7018909899888764,2
FL-1397,TransFlight,TR907,LHR,DXB,2026-01-10 00:46:00,2026-01-10 01:41:00,Fog,8.1,33.1,2.9,1.36,4,15.7,0,40,3,1,0.3770833333333334,0.7232558139534884,0.04004449388209122,1
FL-1398,OceanicAir,OC294,FRA,ORD,2026-01-25 23:46:00,2026-01-26 03:29:00,Rain,25.2,13.8,8.4,9.23,2,12.4,0,30,5,6,0.7333333333333334,0.2744186046511628,0.9154616240266964,1
FL-1399,AeroGlobal,AE560,DFW,LHR,2026-01-25 21:34:00,2026-01-26 01:26:00,Thunderstorm,-10.0,29.4,4.1,2.67,4,0.9,0,67,1,4,0.0,0.6372093023255814,0.185761957730812,2
FL-1400,TransFlight,TR344,LHR,LAX,2026-01-31 05:01:00,2026-01-31 10:21:00,High Winds,8.6,24.5,5.2,5.96,0,13.7,0,31,3,2,0.3875,0.5232558139534884,0.5517241379310345,1
FL-1401,NimbusAero,NI429,LAX,ORD,2026-01-25 01:28:00,2026-01-25 07:50:00,Clear,-7.9,42.3,2.2,1.28,12,2.8,0,17,0,5,0.04374999999999999,0.9372093023255813,0.031145717463848723,1
FL-1402,SkyWings,SK684,CDG,DXB,2026-01-25 04:20:00,2026-01-25 10:24:00,Fog,18.3,4.1,2.6,7.46,15,0.8,0,62,2,1,0.5895833333333333,0.048837209302325574,0.7185761957730812,2
FL-1403,NimbusAero,NI603,LAX,DXB,2026-01-30 07:52:00,2026-01-30 09:08:00,Rain,16.8,42.3,4.5,4.32,0,15.7,0,31,0,6,0.5583333333333333,0.9372093023255813,0.36929922135706345,1
FL-1404,SkyWings,SK851,LAX,LHR,2026-01-04 19:07:00,2026-01-04 21:42:00,Snow,-5.3,33.2,5.6,2.71,2,11.8,0,57,2,3,0.09791666666666667,0.7255813953488373,0.19021134593993325,2
FL-1405,NimbusAero,NI283,DXB,FRA,2026-01-20 03:29:00,2026-01-20 05:08:00,High Winds,20.7,17.4,4.9,6.99,16,19.5,1,94,0,2,0.6395833333333333,0.3581395348837209,0.6662958843159066,2
FL-1406,OceanicAir,OC616,LHR,ORD,2026-01-25 13:09:00,2026-01-25 19:01:00,Thunderstorm,34.8,40.8,5.7,9.97,2,18.7,0,83,5,4,0.9333333333333332,0.9023255813953488,0.9977753058954394,2
FL-1407,NimbusAero,NI431,FRA,ATL,2026-01-26 21:06:00,2026-01-27 02:30:00,Overcast,8.0,25.7,7.6,4.24,7,10.2,0,31,0,0,0.375,0.5511627906976744,0.36040044493882095,1
FL-1408,SkyWings,SK843,JFK,LHR,2026-01-28 08:43:00,2026-01-28 09:36:00,Snow,-3.5,40.3,0.6,9.86,10,5.1,0,68,2,3,0.13541666666666666,0.8906976744186046,0.9855394883203559,2
FL-1409,NimbusAero,NI942,DFW,FRA,2026-01-24 12:26:00,2026-01-24 17:55:00,Snow,34.4,8.7,0.9,4.2,13,3.5,0,57,0,3,0.9249999999999999,0.15581395348837207,0.3559510567296997,2
FL-1410,TransFlight,TR355,ATL,LHR,2026-01-14 22:00:00,2026-01-14 23:32:00,Snow,9.2,41.5,7.5,7.51,4,17.5,1,75,3,3,0.39999999999999997,0.9186046511627907,0.7241379310344828,2
FL-1411,NimbusAero,NI819,FRA,LAX,2026-01-28 08:09:00,2026-01-28 14:22:00,Rain,-8.2,36.8,4.1,8.02,6,20.3,0,38,0,6,0.03750000000000001,0.8093023255813953,0.7808676307007786,1
FL-1412,OceanicAir,OC526,LAX,DFW,2026-01-30 23:00:00,2026-01-31 04:53:00,Clear,20.4,29.2,1.0,5.72,19,7.4,0,37,5,5,0.6333333333333333,0.6325581395348837,0.5250278086763069,1
FL-1413,JetExpress,JE614,ATL,ORD,2026-01-03 13:10:00,2026-01-03 19:39:00,Fog,37.9,43.8,7.7,6.18,9,2.4,0,33,4,1,0.9979166666666667,0.9720930232558139,0.5761957730812013,1
FL-1414,OceanicAir,OC251,ORD,CDG,2026-01-05 00:09:00,2026-01-05 04:57:00,Snow,25.8,25.6,3.0,4.59,16,9.8,0,66,5,3,0.7458333333333332,0.5488372093023256,0.3993325917686318,2
FL-1415,AeroGlobal,AE592,DXB,ATL,2026-01-23 10:52:00,2026-01-23 14:59:00,Fog,17.4,26.1,10.0,5.72,3,5.7,0,45,1,1,0.5708333333333333,0.5604651162790698,0.5250278086763069,1
FL-1416,OceanicAir,OC431,FRA,LAX,2026-01-06 08:54:00,2026-01-06 15:22:00,Thunderstorm,10.3,17.0,3.5,6.34,0,1.0,0,68,5,4,0.42291666666666666,0.3488372093023256,0.5939933259176863,2
FL-1417,JetExpress,JE731,HND,ORD,2026-01-21 07:06:00,2026-01-21 08:13:00,High Winds,1.2,31.5,2.0,7.56,0,2.3,0,46,4,2,0.2333333333333333,0.686046511627907,0.7296996662958842,2
FL-1418,AeroGlobal,AE735,ORD,LHR,2026-01-01 21:00:00,2026-01-02 00:40:00,Fog,28.6,15.1,5.0,3.99,10,16.4,1,49,1,1,0.8041666666666667,0.30465116279069765,0.33259176863181317,2
FL-1419,JetExpress,JE661,HND,ORD,2026-01-02 02:05:00,2026-01-02 06:02:00,Snow,33.5,24.7,2.9,1.54,22,4.8,0,68,4,3,0.90625,0.5279069767441861,0.06006674082313682,2
FL-1420,JetExpress,JE154,HND,JFK,2026-01-04 06:44:00,2026-01-04 10:47:00,Fog,3.0,38.6,6.8,8.78,1,0.9,0,64,4,1,0.2708333333333333,0.8511627906976744,0.8654060066740822,2
FL-1421,NimbusAero,NI495,ATL,HND,2026-01-24 09:27:00,2026-01-24 16:15:00,Clear,33.4,22.8,6.2,1.79,10,4.8,0,9,0,5,0.9041666666666667,0.48372093023255813,0.0878754171301446,0
FL-1422,TransFlight,TR829,JFK,LAX,2026-01-12 12:13:00,2026-01-12 17:29:00,Rain,6.0,18.9,2.0,4.12,17,8.1,0,22,3,6,0.3333333333333333,0.3930232558139535,0.3470522803114572,1
FL-1423,AeroGlobal,AE613,DFW,JFK,2026-01-29 17:31:00,2026-01-29 20:27:00,Thunderstorm,32.7,37.0,0.8,5.99,25,6.5,0,68,1,4,0.8895833333333334,0.813953488372093,0.5550611790878754,2
FL-1424,OceanicAir,OC772,ORD,LAX,2026-01-18 15:28:00,2026-01-18 20:39:00,Fog,19.4,28.9,2.7,3.16,24,3.8,0,47,5,1,0.6124999999999999,0.6255813953488372,0.2402669632925473,2
FL-1425,TransFlight,TR437,HND,FRA,2026-01-07 05:55:00,2026-01-07 08:25:00,Fog,-3.3,25.3,8.1,8.76,13,7.1,0,76,3,1,0.13958333333333334,0.541860465116279,0.8631813125695217,2
FL-1426,TransFlight,TR238,CDG,ORD,2026-01-31 02:46:00,2026-01-31 08:20:00,Overcast,5.2,26.0,9.5,2.07,6,7.3,0,1,3,0,0.31666666666666665,0.5581395348837209,0.1190211345939933,0
FL-1427,NimbusAero,NI130,LHR,HND,2026-01-19 23:11:00,2026-01-20 02:31:00,Thunderstorm,25.8,37.3,6.6,7.65,11,3.8,0,68,0,4,0.7458333333333332,0.8209302325581395,0.7397107897664071,2
FL-1428,AeroGlobal,AE289,JFK,LHR,2026-01-28 19:28:00,2026-01-29 01:03:00,Snow,1.1,12.0,7.0,4.23,30,15.3,0,76,1,3,0.23124999999999998,0.23255813953488372,0.35928809788654065,2
FL-1429,TransFlight,TR580,LHR,ORD,2026-01-18 21:12:00,2026-01-19 02:08:00,Thunderstorm,-3.4,10.3,0.8,7.88,16,0.8,0,82,3,4,0.13749999999999998,0.1930232558139535,0.7652947719688542,2
FL-1430,OceanicAir,OC327,ATL,DFW,2026-01-04 06:14:00,2026-01-04 08:29:00,Thunderstorm,31.6,23.1,3.6,5.12,17,5.8,0,66,5,4,0.8666666666666667,0.4906976744186047,0.4582869855394883,2
FL-1431,SkyWings,SK722,CDG,LHR,2026-01-19 04:31:00,2026-01-19 10:29:00,Fog,17.5,25.1,6.6,7.34,10,1.3,0,57,2,1,0.5729166666666666,0.5372093023255814,0.7052280311457174,2
FL-1432,OceanicAir,OC946,JFK,DFW,2026-01-24 20:33:00,2026-01-25 01:53:00,Thunderstorm,37.2,3.7,4.2,7.89,3,21.2,1,101,5,4,0.9833333333333334,0.03953488372093024,0.7664071190211346,2
FL-1433,JetExpress,JE892,DFW,DXB,2026-01-08 19:50:00,2026-01-09 00:11:00,Rain,19.4,4.3,5.4,2.28,0,18.3,0,23,4,6,0.6124999999999999,0.053488372093023255,0.14238042269187984,1
FL-1434,SkyWings,SK284,FRA,DXB,2026-01-07 09:47:00,2026-01-07 13:53:00,Thunderstorm,5.5,3.1,4.8,9.07,17,19.8,0,80,2,4,0.3229166666666667,0.025581395348837212,0.8976640711902114,2
FL-1435,JetExpress,JE808,ORD,LAX,2026-01-05 09:36:00,2026-01-05 11:19:00,Fog,11.6,17.6,5.5,4.46,53,17.5,0,77,4,1,0.45,0.3627906976744186,0.38487208008898777,2
FL-1436,OceanicAir,OC663,CDG,JFK,2026-01-09 00:39:00,2026-01-09 04:15:00,Snow,31.8,39.1,2.0,2.3,43,17.0,1,96,5,3,0.8708333333333332,0.8627906976744186,0.14460511679644047,2
FL-1437,NimbusAero,NI887,HND,DFW,2026-01-29 18:15:00,2026-01-29 20:32:00,Clear,33.1,43.3,0.5,7.89,27,0.8,0,43,0,5,0.8979166666666667,0.9604651162790697,0.7664071190211346,1
FL-1438,OceanicAir,OC656,JFK,DXB,2026-01-12 01:49:00,2026-01-12 04:25:00,Snow,21.7,21.5,4.7,6.41,5,0.6,0,54,5,3,0.6604166666666667,0.45348837209302323,0.6017797552836485,2
FL-1439,JetExpress,JE734,DXB,ATL,2026-01-03 11:25:00,2026-01-03 13:44:00,Overcast,-7.4,17.0,1.9,1.29,1,12.9,0,13,4,0,0.05416666666666666,0.3488372093023256,0.03225806451612904,0
FL-1440,JetExpress,JE189,JFK,ORD,2026-01-20 05:25:00,2026-01-20 07:41:00,Overcast,22.3,28.3,7.1,6.35,1,17.4,1,35,4,0,0.6729166666666666,0.6116279069767442,0.5951056729699665,1
FL-1441,TransFlight,TR468,JFK,ORD,2026-01-14 20:54:00,2026-01-15 00:24:00,Rain,33.1,37.3,7.7,8.59,19,1.9,0,66,3,6,0.8979166666666667,0.8209302325581395,0.8442714126807563,2
FL-1442,SkyWings,SK811,DFW,CDG,2026-01-25 05:40:00,2026-01-25 09:56:00,Snow,0.1,11.0,1.1,6.14,1,21.6,0,53,2,3,0.21041666666666667,0.20930232558139536,0.5717463848720801,2
FL-1443,NimbusAero,NI805,FRA,DFW,2026-01-20 16:27:00,2026-01-20 22:23:00,High Winds,5.2,24.6,10.0,4.18,23,3.3,0,40,0,2,0.31666666666666665,0.5255813953488372,0.353726362625139,1
FL-1444,TransFlight,TR846,HND,DXB,2026-01-09 10:30:00,2026-01-09 16:27:00,Overcast,24.0,44.1,0.5,1.22,5,13.9,0,18,3,0,0.7083333333333334,0.9790697674418605,0.02447163515016685,1
FL-1445,AeroGlobal,AE918,FRA,CDG,2026-01-20 02:14:00,2026-01-20 03:22:00,Rain,6.8,36.7,2.5,6.77,14,15.3,0,44,1,6,0.35000000000000003,0.8069767441860466,0.6418242491657397,1
FL-1446,JetExpress,JE618,DXB,LHR,2026-01-01 12:41:00,2026-01-01 14:24:00,Fog,6.0,19.0,5.9,9.64,3,18.4,1,93,4,1,0.3333333333333333,0.3953488372093023,0.9610678531701892,2
FL-1447,NimbusAero,NI590,HND,JFK,2026-01-30 15:13:00,2026-01-30 17:07:00,Thunderstorm,-2.5,21.8,8.7,9.06,24,10.4,0,100,0,4,0.15625,0.4604651162790698,0.896551724137931,2
FL-1448,NimbusAero,NI157,DXB,DFW,2026-01-26 23:04:00,2026-01-27 06:00:00,Fog,5.1,25.0,2.5,7.17,92,17.7,0,115,0,1,0.3145833333333333,0.5348837209302325,0.6863181312569522,2
FL-1449,AeroGlobal,AE387,JFK,CDG,2026-01-18 07:51:00,2026-01-18 13:56:00,Snow,30.4,26.6,4.2,6.36,7,19.1,0,59,1,3,0.8416666666666667,0.572093023255814,0.596218020022247,2
FL-1450,JetExpress,JE826,JFK,LHR,2026-01-20 02:03:00,2026-01-20 03:32:00,Thunderstorm,32.1,18.0,8.4,3.72,9,11.8,0,64,4,4,0.8770833333333333,0.37209302325581395,0.3025583982202447,2
FL-1451,JetExpress,JE903,JFK,DFW,2026-01-05 11:08:00,2026-01-05 15:40:00,Snow,-8.8,22.8,5.3,2.71,62,20.4,0,85,4,3,0.024999999999999984,0.48372093023255813,0.19021134593993325,2
FL-1452,JetExpress,JE246,LAX,FRA,2026-01-07 06:57:00,2026-01-07 09:27:00,Fog,-8.2,18.7,8.7,2.04,21,7.2,0,21,4,1,0.03750000000000001,0.3883720930232558,0.1156840934371524,1
FL-1453,TransFlight,TR992,LAX,CDG,2026-01-22 11:57:00,2026-01-22 13:05:00,Clear,15.0,30.3,3.5,6.2,20,7.2,0,16,3,5,0.5208333333333334,0.6581395348837209,0.578420467185762,1
FL-1454,JetExpress,JE305,ATL,LHR,2026-01-13 20:10:00,2026-01-14 01:27:00,Rain,27.1,30.9,3.1,2.42,4,3.0,0,23,4,6,0.7729166666666667,0.6720930232558139,0.15795328142380421,1
FL-1455,TransFlight,TR626,LAX,DFW,2026-01-25 22:35:00,2026-01-26 02:19:00,Snow,5.3,8.1,7.2,3.55,5,5.8,0,33,3,3,0.31875000000000003,0.14186046511627906,0.28364849833147937,1
FL-1456,TransFlight,TR446,DXB,HND,2026-01-03 13:24:00,2026-01-03 15:15:00,Clear,12.6,31.0,1.5,1.48,5,9.7,0,0,3,5,0.4708333333333334,0.6744186046511628,0.053392658509454946,0
FL-1457,TransFlight,TR706,HND,LHR,2026-01-15 11:16:00,2026-01-15 14:51:00,High Winds,-0.5,34.6,8.2,1.71,17,20.3,0,35,3,2,0.19791666666666666,0.758139534883721,0.07897664071190211,1
FL-1458,SkyWings,SK932,HND,LAX,2026-01-21 23:37:00,2026-01-22 03:00:00,Fog,20.9,35.0,5.0,9.53,3,3.6,0,64,2,1,0.6437499999999999,0.7674418604651163,0.9488320355951055,2
FL-1459,JetExpress,JE472,CDG,ORD,2026-01-16 06:48:00,2026-01-16 10:19:00,Thunderstorm,13.4,4.8,1.6,5.31,31,18.7,0,70,4,4,0.4875,0.06511627906976744,0.47942157953281417,2
FL-1460,TransFlight,TR230,DXB,LAX,2026-01-19 17:07:00,2026-01-19 23:57:00,High Winds,-4.9,25.9,1.2,3.72,43,10.4,0,94,3,2,0.10625,0.555813953488372,0.3025583982202447,2
FL-1461,AeroGlobal,AE735,ATL,FRA,2026-01-08 11:41:00,2026-01-08 16:32:00,Thunderstorm,-6.8,11.0,7.1,4.88,2,21.6,0,52,1,4,0.06666666666666667,0.20930232558139536,0.43159065628476084,2
FL-1462,NimbusAero,NI341,ORD,LAX,2026-01-27 09:10:00,2026-01-27 14:04:00,Clear,18.4,21.9,5.8,8.4,70,4.3,0,83,0,5,0.5916666666666667,0.46279069767441855,0.8231368186874305,2
FL-1463,SkyWings,SK712,LAX,HND,2026-01-16 03:37:00,2026-01-16 08:35:00,Fog,21.7,5.9,8.3,8.99,10,19.9,0,71,2,1,0.6604166666666667,0.09069767441860466,0.8887652947719689,2
FL-1464,AeroGlobal,AE776,ORD,DXB,2026-01-25 10:16:00,2026-01-25 13:30:00,Thunderstorm,19.5,21.2,2.5,8.9,3,6.9,0,81,1,4,0.6145833333333334,0.44651162790697674,0.8787541713014461,2
FL-1465,NimbusAero,NI411,CDG,LHR,2026-01-05 07:31:00,2026-01-05 13:14:00,Clear,19.4,23.9,8.6,8.67,3,1.8,0,26,0,5,0.6124999999999999,0.5093023255813953,0.8531701890989989,1
FL-1466,SkyWings,SK100,DXB,LHR,2026-01-06 05:49:00,2026-01-06 08:58:00,High Winds,-8.5,20.6,6.1,6.63,22,15.8,0,60,2,2,0.03125,0.43255813953488376,0.6262513904338153,2
FL-1467,AeroGlobal,AE778,ORD,DXB,2026-01-07 13:54:00,2026-01-07 16:15:00,Snow,8.5,41.8,8.5,2.39,52,21.9,0,65,1,3,0.3854166666666667,0.9255813953488371,0.1546162402669633,2
FL-1468,SkyWings,SK763,JFK,ATL,2026-01-23 09:36:00,2026-01-23 15:57:00,Thunderstorm,36.8,7.8,1.8,8.25,32,19.0,0,95,2,4,0.975,0.13488372093023254,0.8064516129032258,2
FL-1469,OceanicAir,OC738,ORD,DXB,2026-01-24 10:25:00,2026-01-24 14:47:00,Snow,29.4,18.5,2.6,4.82,21,0.7,0,53,5,3,0.8208333333333333,0.38372093023255816,0.424916573971079,2
FL-1470,NimbusAero,NI342,DXB,DFW,2026-01-19 22:44:00,2026-01-20 04:08:00,Snow,7.6,44.1,5.9,7.34,17,2.9,0,74,0,3,0.3666666666666667,0.9790697674418605,0.7052280311457174,2
FL-1471,NimbusAero,NI181,ORD,FRA,2026-01-13 23:12:00,2026-01-14 03:55:00,Snow,-6.2,40.3,1.3,5.25,3,16.4,0,43,0,3,0.07916666666666666,0.8906976744186046,0.47274749721913234,1
FL-1472,NimbusAero,NI652,FRA,DFW,2026-01-29 03:36:00,2026-01-29 04:48:00,Rain,15.7,2.5,4.8,9.15,3,12.8,0,68,0,6,0.5354166666666667,0.011627906976744186,0.9065628476084538,2
FL-1473,JetExpress,JE917,DFW,LHR,2026-01-08 20:57:00,2026-01-08 22:00:00,Fog,34.3,34.2,7.4,6.07,13,1.8,0,63,4,1,0.9229166666666666,0.7488372093023257,0.5639599555061179,2
FL-1474,AeroGlobal,AE686,JFK,LHR,2026-01-29 15:55:00,2026-01-29 16:53:00,Rain,13.3,7.5,1.2,8.05,1,5.9,0,38,1,6,0.48541666666666666,0.12790697674418605,0.7842046718576197,1
FL-1475,JetExpress,JE978,DFW,JFK,2026-01-06 07:50:00,2026-01-06 13:44:00,Overcast,33.7,33.8,6.8,4.33,2,4.3,0,26,4,0,0.9104166666666668,0.7395348837209301,0.3704115684093437,1
FL-1476,AeroGlobal,AE596,ORD,FRA,2026-01-02 18:08:00,2026-01-02 21:48:00,Clear,36.4,27.6,8.3,8.54,32,16.7,0,55,1,5,0.9666666666666667,0.5953488372093023,0.8387096774193548,2
FL-1477,NimbusAero,NI550,ORD,DFW,2026-01-27 13:03:00,2026-01-27 20:03:00,High Winds,6.6,29.6,7.7,2.04,12,4.1,0,53,0,2,0.3458333333333334,0.6418604651162791,0.1156840934371524,2
FL-1478,JetExpress,JE587,DXB,ATL,2026-01-18 12:50:00,2026-01-18 19:24:00,Fog,8.7,13.3,5.5,4.91,1,6.7,0,30,4,1,0.38958333333333334,0.2627906976744186,0.4349276974416018,1
FL-1479,OceanicAir,OC794,LHR,FRA,2026-01-03 02:48:00,2026-01-03 04:22:00,Snow,20.6,43.1,4.6,9.26,4,19.0,0,52,5,3,0.6375000000000001,0.9558139534883722,0.9187986651835373,2
FL-1480,SkyWings,SK361,FRA,CDG,2026-01-22 05:39:00,2026-01-22 12:09:00,Fog,1.6,30.9,7.8,5.68,19,15.1,0,45,2,1,0.24166666666666667,0.6720930232558139,0.5205784204671857,1
FL-1481,SkyWings,SK788,JFK,ORD,2026-01-01 19:03:00,2026-01-01 23:18:00,Clear,15.2,31.5,3.8,7.53,3,5.9,0,28,2,5,0.525,0.686046511627907,0.7263626251390434,1
FL-1482,TransFlight,TR194,JFK,DFW,2026-01-28 12:41:00,2026-01-28 18:52:00,Clear,24.0,7.2,8.6,2.17,17,14.6,0,0,3,5,0.7083333333333334,0.12093023255813953,0.13014460511679643,0
FL-1483,TransFlight,TR922,ORD,LAX,2026-01-09 15:15:00,2026-01-09 18:09:00,Rain,12.4,42.3,6.6,9.3,13,6.4,0,43,3,6,0.4666666666666666,0.9372093023255813,0.9232480533926586,1
FL-1484,NimbusAero,NI888,LHR,DFW,2026-01-08 14:54:00,2026-01-08 16:16:00,Rain,27.3,18.5,3.7,1.54,26,21.0,0,46,0,6,0.7770833333333332,0.38372093023255816,0.06006674082313682,2
FL-1485,OceanicAir,OC305,FRA,CDG,2026-01-09 08:54:00,2026-01-09 15:09:00,Thunderstorm,-4.8,25.2,4.6,6.53,12,2.8,0,62,5,4,0.10833333333333334,0.5395348837209302,0.6151279199110122,2
FL-1486,JetExpress,JE205,JFK,ORD,2026-01-04 10:54:00,2026-01-04 16:31:00,Fog,2.0,21.2,9.0,2.34,4,14.3,0,44,4,1,0.25,0.44651162790697674,0.14905450500556172,1
FL-1487,NimbusAero,NI499,DFW,ORD,2026-01-16 06:15:00,2026-01-16 10:20:00,Snow,-9.8,32.4,7.8,5.3,16,9.2,0,71,0,3,0.004166666666666652,0.7069767441860465,0.4783092324805339,2
FL-1488,SkyWings,SK653,ATL,JFK,2026-01-18 17:53:00,2026-01-19 00:30:00,High Winds,27.4,7.2,5.6,9.92,28,7.7,0,82,2,2,0.7791666666666667,0.12093023255813953,0.9922135706340378,2
FL-1489,SkyWings,SK747,LAX,CDG,2026-01-25 13:57:00,2026-01-25 17:36:00,Clear,30.4,34.7,3.3,2.83,27,12.4,0,33,2,5,0.8416666666666667,0.7604651162790699,0.203559510567297,1
FL-1490,NimbusAero,NI295,DFW,HND,2026-01-06 02:37:00,2026-01-06 08:44:00,Fog,7.2,5.6,6.5,7.62,17,3.5,0,67,0,1,0.35833333333333334,0.08372093023255812,0.7363737486095662,2
FL-1491,NimbusAero,NI707,ATL,DXB,2026-01-18 22:38:00,2026-01-18 23:55:00,High Winds,15.9,15.2,5.6,8.51,20,10.2,0,96,0,2,0.5395833333333333,0.3069767441860465,0.8353726362625139,2
FL-1492,SkyWings,SK447,JFK,CDG,2026-01-03 04:45:00,2026-01-03 08:57:00,Clear,0.2,30.1,5.5,9.46,2,19.2,0,31,2,5,0.2125,0.6534883720930232,0.9410456062291436,1
FL-1493,AeroGlobal,AE173,JFK,ATL,2026-01-23 12:00:00,2026-01-23 18:19:00,Clear,12.6,41.5,0.9,7.31,20,3.3,0,29,1,5,0.4708333333333334,0.9186046511627907,0.7018909899888764,1
FL-1494,SkyWings,SK414,LAX,DXB,2026-01-29 01:37:00,2026-01-29 03:49:00,High Winds,18.4,37.2,1.5,5.47,2,17.7,1,80,2,2,0.5916666666666667,0.8186046511627908,0.49721913236929915,2
FL-1495,OceanicAir,OC445,CDG,LHR,2026-01-06 17:56:00,2026-01-07 00:31:00,Snow,16.2,15.8,9.7,2.92,10,1.5,0,48,5,3,0.5458333333333333,0.32093023255813957,0.21357063403781978,2
FL-1496,SkyWings,SK223,DFW,ORD,2026-01-20 03:27:00,2026-01-20 05:38:00,Fog,7.8,9.1,2.8,6.24,0,3.4,0,59,2,1,0.37083333333333335,0.16511627906976745,0.5828698553948832,2
FL-1497,NimbusAero,NI727,CDG,ORD,2026-01-01 23:04:00,2026-01-02 03:58:00,Clear,-9.7,9.7,1.3,6.87,59,19.6,0,45,0,5,0.006250000000000015,0.17906976744186046,0.6529477196885428,1
FL-1498,OceanicAir,OC808,ORD,DFW,2026-01-07 18:17:00,2026-01-08 00:29:00,Rain,15.1,19.7,9.4,6.49,14,1.3,0,48,5,6,0.5229166666666667,0.4116279069767442,0.610678531701891,2
FL-1499,OceanicAir,OC726,LAX,LHR,2026-01-17 01:56:00,2026-01-17 06:15:00,Clear,16.8,10.3,9.9,9.79,11,13.8,0,27,5,5,0.5583333333333333,0.1930232558139535,0.9777530589543937,1
FL-1500,TransFlight,TR619,ATL,DXB,2026-01-29 18:15:00,2026-01-30 00:37:00,Overcast,3.3,10.3,8.1,7.17,22,21.3,0,43,3,0,0.27708333333333335,0.1930232558139535,0.6863181312569522,1
FL-1501,NimbusAero,NI144,JFK,CDG,2026-01-14 05:21:00,2026-01-14 07:53:00,Thunderstorm,2.1,28.5,9.0,5.08,11,2.7,0,53,0,4,0.2520833333333333,0.6162790697674418,0.45383759733036705,2
FL-1502,TransFlight,TR280,ORD,JFK,2026-01-23 07:48:00,2026-01-23 12:56:00,Clear,-6.6,12.1,4.7,6.22,49,9.5,0,63,3,5,0.07083333333333335,0.23488372093023255,0.5806451612903225,2
FL-1503,JetExpress,JE335,LAX,CDG,2026-01-11 14:47:00,2026-01-11 16:22:00,Overcast,25.4,39.4,4.1,2.99,40,10.6,0,23,4,0,0.7374999999999999,0.8697674418604651,0.221357063403782,1
FL-1504,OceanicAir,OC248,ATL,DXB,2026-01-09 08:29:00,2026-01-09 12:32:00,Rain,-3.5,33.0,6.5,9.78,1,4.8,0,46,5,6,0.13541666666666666,0.7209302325581395,0.9766407119021133,2
FL-1505,NimbusAero,NI682,JFK,LHR,2026-01-07 11:05:00,2026-01-07 12:46:00,High Winds,12.3,20.0,7.7,2.98,1,6.8,0,39,0,2,0.46458333333333335,0.4186046511627907,0.22024471635150167,1
FL-1506,NimbusAero,NI726,ORD,FRA,2026-01-11 16:53:00,2026-01-11 18:22:00,Thunderstorm,31.1,23.0,10.0,6.32,5,18.5,0,73,0,4,0.8562500000000001,0.4883720930232558,0.5917686318131257,2
FL-1507,NimbusAero,NI993,ATL,DFW,2026-01-16 03:29:00,2026-01-16 07:56:00,Snow,0.7,41.9,9.5,9.22,13,19.8,0,67,0,3,0.22291666666666665,0.927906976744186,0.914349276974416,2
